Offical Election Results
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"NORTH","SECRETARY OF STATE","YINKA FALETI","136","27.45%"
"OZORA","SECRETARY OF STATE","YINKA FALETI","90","34.44%"
"SALEM","SECRETARY OF STATE","YINKA FALETI","33","28.48%"
"SOUTH","SECRETARY OF STATE","YINKA FALETI","126","29.18%"
"ST MARY","SECRETARY OF STATE","YINKA FALETI","21","26.03%"
"ZELL","SECRETARY OF STATE","YINKA FALETI","141","29.69%"
"BLOOMSADALE","STATE TREASURER","VICKI LORENZ ENGLUND","55","27.22%"
"CHESTNUT RIDGE","STATE TREASURER","VICKI LORENZ ENGLUND","41","33.07%"
"COFFMAN","STATE TREASURER","VICKI LORENZ ENGLUND","21","26.98%"
"COMMUNITY CENTER","STATE TREASURER","VICKI LORENZ ENGLUND","67","31.61%"
"KINSEY","STATE TREASURER","VICKI LORENZ ENGLUND","121","25.33%"
"NEW OFFENBURG","STATE TREASURER","VICKI LORENZ ENGLUND","114","28.78%"
"NORTH","STATE TREASURER","VICKI LORENZ ENGLUND","140","27.45%"
"OZORA","STATE TREASURER","VICKI LORENZ ENGLUND","89","34.44%"
"SALEM","STATE TREASURER","VICKI LORENZ ENGLUND","34","28.48%"
"SOUTH","STATE TREASURER","VICKI LORENZ ENGLUND","131","29.18%"
"ST MARY","STATE TREASURER","VICKI LORENZ ENGLUND","21","26.03%"
"ZELL","STATE TREASURER","VICKI LORENZ ENGLUND","146","29.69%"
"BLOOMSADALE","ATTORNEY GENERAL","RICH FINNERAN","49","27.22%"
"CHESTNUT RIDGE","ATTORNEY GENERAL","RICH FINNERAN","29","33.07%"
"COFFMAN","ATTORNEY GENERAL","RICH FINNERAN","15","26.98%"
"COMMUNITY CENTER","ATTORNEY GENERAL","RICH FINNERAN","56","31.61%"
"KINSEY","ATTORNEY GENERAL","RICH FINNERAN","77","25.33%"
"NEW OFFENBURG","ATTORNEY GENERAL","RICH FINNERAN","81","28.78%"
"NORTH","ATTORNEY GENERAL","RICH FINNERAN","83","27.45%"
"OZORA","ATTORNEY GENERAL","RICH FINNERAN","60","34.44%"
"SALEM","ATTORNEY GENERAL","RICH FINNERAN","29","28.48%"
"SOUTH","ATTORNEY GENERAL","RICH FINNERAN","97","29.18%"
"ST MARY","ATTORNEY GENERAL","RICH FINNERAN","20","26.03%"
"ZELL","ATTORNEY GENERAL","RICH FINNERAN","110","29.69%"
"BLOOMSADALE","ATTORNEY GENERAL","ELAD GROSS","20","27.22%"
"CHESTNUT RIDGE","ATTORNEY GENERAL","ELAD GROSS","14","33.07%"
"COFFMAN","ATTORNEY GENERAL","ELAD GROSS","9","26.98%"
"COMMUNITY CENTER","ATTORNEY GENERAL","ELAD GROSS","21","31.61%"
"KINSEY","ATTORNEY GENERAL","ELAD GROSS","49","25.33%"
"NEW OFFENBURG","ATTORNEY GENERAL","ELAD GROSS","35","28.78%"
"NORTH","ATTORNEY GENERAL","ELAD GROSS","65","27.45%"
"OZORA","ATTORNEY GENERAL","ELAD GROSS","39","34.44%"
"SALEM","ATTORNEY GENERAL","ELAD GROSS","7","28.48%"
"SOUTH","ATTORNEY GENERAL","ELAD GROSS","53","29.18%"
"ST MARY","ATTORNEY GENERAL","ELAD GROSS","7","26.03%"
"ZELL","ATTORNEY GENERAL","ELAD GROSS","52","29.69%"
"BLOOMSADALE","US REP. DIST. 8","KATHY ELLIS","56","27.22%"
"CHESTNUT RIDGE","US REP. DIST. 8","KATHY ELLIS","39","33.07%"
"COFFMAN","US REP. DIST. 8","KATHY ELLIS","22","26.98%"
"COMMUNITY CENTER","US REP. DIST. 8","KATHY ELLIS","64","31.61%"
"KINSEY","US REP. DIST. 8","KATHY ELLIS","111","25.33%"
"NEW OFFENBURG","US REP. DIST. 8","KATHY ELLIS","114","28.78%"
"NORTH","US REP. DIST. 8","KATHY ELLIS","135","27.45%"
"OZORA","US REP. DIST. 8","KATHY ELLIS","83","34.44%"
"SALEM","US REP. DIST. 8","KATHY ELLIS","36","28.48%"
"SOUTH","US REP. DIST. 8","KATHY ELLIS","134","29.18%"
"ST MARY","US REP. DIST. 8","KATHY ELLIS","24","26.03%"
"ZELL","US REP. DIST. 8","KATHY ELLIS","143","29.69%"
"KINSEY","STATE REP. DIST. 115","CYNTHIA D NUGENT","118","25.33%"
"BLOOMSADALE","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","41","27.22%"
"CHESTNUT RIDGE","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","12","33.07%"
"COMMUNITY CENTER","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","30","31.61%"
"KINSEY","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","58","25.33%"
"NORTH","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","60","27.45%"
"SALEM","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","10","28.48%"
"SOUTH","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","23","29.18%"
"ZELL","COUNTY COMMISSIONER DIST. 1","RANDY BAHR","89","29.69%"
"BLOOMSADALE","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","38","27.22%"
"CHESTNUT RIDGE","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","22","33.07%"
"COMMUNITY CENTER","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","16","31.61%"
"KINSEY","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","85","25.33%"
"NORTH","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","47","27.45%"
"SALEM","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","28","28.48%"
"SOUTH","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","51","29.18%"
"ZELL","COUNTY COMMISSIONER DIST. 1","KAREN A. STUPPY","99","29.69%"
"CHESTNUT RIDGE","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","3","33.07%"
"COFFMAN","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","8","26.98%"
"COMMUNITY CENTER","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","9","31.61%"
"NEW OFFENBURG","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","51","28.78%"
"NORTH","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","43","27.45%"
"OZORA","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","13","34.44%"
"SOUTH","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","49","29.18%"
"ST MARY","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","10","26.03%"
"ZELL","COUNTY COMMISSIONER DIST. 2","MICAH ANDREW ROUSEY","3","29.69%"
"CHESTNUT RIDGE","COUNTY COMMISSIONER DIST. 2","TONY RITTER","5","33.07%"
"COFFMAN","COUNTY COMMISSIONER DIST. 2","TONY RITTER","13","26.98%"
"COMMUNITY CENTER","COUNTY COMMISSIONER DIST. 2","TONY RITTER","59","31.61%"
"NEW OFFENBURG","COUNTY COMMISSIONER DIST. 2","TONY RITTER","83","28.78%"
"NORTH","COUNTY COMMISSIONER DIST. 2","TONY RITTER","24","27.45%"
"OZORA","COUNTY COMMISSIONER DIST. 2","TONY RITTER","121","34.44%"
"SOUTH","COUNTY COMMISSIONER DIST. 2","TONY RITTER","62","29.18%"
"ST MARY","COUNTY COMMISSIONER DIST. 2","TONY RITTER","21","26.03%"
"ZELL","COUNTY COMMISSIONER DIST. 2","TONY RITTER","24","29.69%"
"BLOOMSADALE","ASSESSOR","LINDA WAGNER","62","27.22%"
"CHESTNUT RIDGE","ASSESSOR","LINDA WAGNER","42","33.07%"
"COFFMAN","ASSESSOR","LINDA WAGNER","22","26.98%"
"COMMUNITY CENTER","ASSESSOR","LINDA WAGNER","75","31.61%"
"KINSEY","ASSESSOR","LINDA WAGNER","119","25.33%"
"NEW OFFENBURG","ASSESSOR","LINDA WAGNER","119","28.78%"
"NORTH","ASSESSOR","LINDA WAGNER","151","27.45%"
"OZORA","ASSESSOR","LINDA WAGNER","99","34.44%"
"SALEM","ASSESSOR","LINDA WAGNER","36","28.48%"
"SOUTH","ASSESSOR","LINDA WAGNER","145","29.18%"
"ST MARY","ASSESSOR","LINDA WAGNER","27","26.03%"
"ZELL","ASSESSOR","LINDA WAGNER","161","29.69%"
"BLOOMSADALE","CORONER","ERIC BASLER","66","27.22%"
"CHESTNUT RIDGE","CORONER","ERIC BASLER","41","33.07%"
"COFFMAN","CORONER","ERIC BASLER","22","26.98%"
"COMMUNITY CENTER","CORONER","ERIC BASLER","84","31.61%"
"KINSEY","CORONER","ERIC BASLER","121","25.33%"
"NEW OFFENBURG","CORONER","ERIC BASLER","118","28.78%"
"NORTH","CORONER","ERIC BASLER","157","27.45%"
"OZORA","CORONER","ERIC BASLER","99","34.44%"
"SALEM","CORONER","ERIC BASLER","35","28.48%"
"SOUTH","CORONER","ERIC BASLER","152","29.18%"
"ST MARY","CORONER","ERIC BASLER","26","26.03%"
"ZELL","CORONER","ERIC BASLER","177","29.69%"
"BLOOMSADALE","SURVEYOR","GERALD ""DUCK"" BADER","56","27.22%"
"CHESTNUT RIDGE","SURVEYOR","GERALD ""DUCK"" BADER","41","33.07%"
"COFFMAN","SURVEYOR","GERALD ""DUCK"" BADER","22","26.98%"
"COMMUNITY CENTER","SURVEYOR","GERALD ""DUCK"" BADER","79","31.61%"
"KINSEY","SURVEYOR","GERALD ""DUCK"" BADER","118","25.33%"
"NEW OFFENBURG","SURVEYOR","GERALD ""DUCK"" BADER","116","28.78%"
"NORTH","SURVEYOR","GERALD ""DUCK"" BADER","146","27.45%"
"OZORA","SURVEYOR","GERALD ""DUCK"" BADER","98","34.44%"
"SALEM","SURVEYOR","GERALD ""DUCK"" BADER","35","28.48%"
"SOUTH","SURVEYOR","GERALD ""DUCK"" BADER","151","29.18%"
"ST MARY","SURVEYOR","GERALD ""DUCK"" BADER","24","26.03%"
"ZELL","SURVEYOR","GERALD ""DUCK"" BADER","167","29.69%"
"BLOOMSADALE","PUBLIC ADMINISTRATOR","MARY JO RAMER","61","27.22%"
"CHESTNUT RIDGE","PUBLIC ADMINISTRATOR","MARY JO RAMER","41","33.07%"
"COFFMAN","PUBLIC ADMINISTRATOR","MARY JO RAMER","22","26.98%"
"COMMUNITY CENTER","PUBLIC ADMINISTRATOR","MARY JO RAMER","86","31.61%"
"KINSEY","PUBLIC ADMINISTRATOR","MARY JO RAMER","120","25.33%"
"NEW OFFENBURG","PUBLIC ADMINISTRATOR","MARY JO RAMER","118","28.78%"
"NORTH","PUBLIC ADMINISTRATOR","MARY JO RAMER","156","27.45%"
"OZORA","PUBLIC ADMINISTRATOR","MARY JO RAMER","98","34.44%"
"SALEM","PUBLIC ADMINISTRATOR","MARY JO RAMER","36","28.48%"
"SOUTH","PUBLIC ADMINISTRATOR","MARY JO RAMER","154","29.18%"
"ST MARY","PUBLIC ADMINISTRATOR","MARY JO RAMER","26","26.03%"
"ZELL","PUBLIC ADMINISTRATOR","MARY JO RAMER","169","29.69%"
"BLOOMSADALE","GOVERNOR","RIK COMBS","0","27.22%"
"CHESTNUT RIDGE","GOVERNOR","RIK COMBS","0","33.07%"
"COFFMAN","GOVERNOR","RIK COMBS","0","26.98%"
"COMMUNITY CENTER","GOVERNOR","RIK COMBS","0","31.61%"
"KINSEY","GOVERNOR","RIK COMBS","1","25.33%"
"NEW OFFENBURG","GOVERNOR","RIK COMBS","0","28.78%"
"NORTH","GOVERNOR","RIK COMBS","0","27.45%"
"OZORA","GOVERNOR","RIK COMBS","1","34.44%"
"SALEM","GOVERNOR","RIK COMBS","0","28.48%"
"SOUTH","GOVERNOR","RIK COMBS","0","29.18%"
"ST MARY","GOVERNOR","RIK COMBS","0","26.03%"
"ZELL","GOVERNOR","RIK COMBS","0","29.69%"
"BLOOMSADALE","LIEUTENANT GOVERNOR","BILL SLANTZ","0","27.22%"
"CHESTNUT RIDGE","LIEUTENANT GOVERNOR","BILL SLANTZ","0","33.07%"
"COFFMAN","LIEUTENANT GOVERNOR","BILL SLANTZ","0","26.98%"
"COMMUNITY CENTER","LIEUTENANT GOVERNOR","BILL SLANTZ","0","31.61%"
"KINSEY","LIEUTENANT GOVERNOR","BILL SLANTZ","1","25.33%"
"NEW OFFENBURG","LIEUTENANT GOVERNOR","BILL SLANTZ","0","28.78%"
"NORTH","LIEUTENANT GOVERNOR","BILL SLANTZ","0","27.45%"
"OZORA","LIEUTENANT GOVERNOR","BILL SLANTZ","1","34.44%"
"SALEM","LIEUTENANT GOVERNOR","BILL SLANTZ","0","28.48%"
"SOUTH","LIEUTENANT GOVERNOR","BILL SLANTZ","0","29.18%"
"ST MARY","LIEUTENANT GOVERNOR","BILL SLANTZ","0","26.03%"
"ZELL","LIEUTENANT GOVERNOR","BILL SLANTZ","0","29.69%"
"BLOOMSADALE","SECRETARY OF STATE","CARL HERMAN FREESE","0","27.22%"
"CHESTNUT RIDGE","SECRETARY OF STATE","CARL HERMAN FREESE","0","33.07%"
"COFFMAN","SECRETARY OF STATE","CARL HERMAN FREESE","0","26.98%"
"COMMUNITY CENTER","SECRETARY OF STATE","CARL HERMAN FREESE","0","31.61%"
"KINSEY","SECRETARY OF STATE","CARL HERMAN FREESE","1","25.33%"
"NEW OFFENBURG","SECRETARY OF STATE","CARL HERMAN FREESE","0","28.78%"
"NORTH","SECRETARY OF STATE","CARL HERMAN FREESE","0","27.45%"
"OZORA","SECRETARY OF STATE","CARL HERMAN FREESE","1","34.44%"
"SALEM","SECRETARY OF STATE","CARL HERMAN FREESE","0","28.48%"
"SOUTH","SECRETARY OF STATE","CARL HERMAN FREESE","0","29.18%"
"ST MARY","SECRETARY OF STATE","CARL HERMAN FREESE","0","26.03%"
"ZELL","SECRETARY OF STATE","CARL HERMAN FREESE","0","29.69%"
"BLOOMSADALE","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","27.22%"
"CHESTNUT RIDGE","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","33.07%"
"COFFMAN","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","26.98%"
"COMMUNITY CENTER","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","31.61%"
"KINSEY","STATE TREASURER","NICHOLAS (NICK) KASOFF","1","25.33%"
"NEW OFFENBURG","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","28.78%"
"NORTH","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","27.45%"
"OZORA","STATE TREASURER","NICHOLAS (NICK) KASOFF","1","34.44%"
"SALEM","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","28.48%"
"SOUTH","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","29.18%"
"ST MARY","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","26.03%"
"ZELL","STATE TREASURER","NICHOLAS (NICK) KASOFF","0","29.69%"
"BLOOMSADALE","ATTORNEY GENERAL","KEVIN C BABCOCK","0","27.22%"
"CHESTNUT RIDGE","ATTORNEY GENERAL","KEVIN C BABCOCK","0","33.07%"
"COFFMAN","ATTORNEY GENERAL","KEVIN C BABCOCK","0","26.98%"
"COMMUNITY CENTER","ATTORNEY GENERAL","KEVIN C BABCOCK","0","31.61%"
"KINSEY","ATTORNEY GENERAL","KEVIN C BABCOCK","1","25.33%"
"NEW OFFENBURG","ATTORNEY GENERAL","KEVIN C BABCOCK","0","28.78%"
"NORTH","ATTORNEY GENERAL","KEVIN C BABCOCK","0","27.45%"
"OZORA","ATTORNEY GENERAL","KEVIN C BABCOCK","1","34.44%"
"SALEM","ATTORNEY GENERAL","KEVIN C BABCOCK","0","28.48%"
"SOUTH","ATTORNEY GENERAL","KEVIN C BABCOCK","0","29.18%"
"ST MARY","ATTORNEY GENERAL","KEVIN C BABCOCK","0","26.03%"
"ZELL","ATTORNEY GENERAL","KEVIN C BABCOCK","0","29.69%"
"BLOOMSADALE","US REP. DIST. 8","TOM SCHMITZ","0","27.22%"
"CHESTNUT RIDGE","US REP. DIST. 8","TOM SCHMITZ","0","33.07%"
"COFFMAN","US REP. DIST. 8","TOM SCHMITZ","0","26.98%"
"COMMUNITY CENTER","US REP. DIST. 8","TOM SCHMITZ","0","31.61%"
"KINSEY","US REP. DIST. 8","TOM SCHMITZ","1","25.33%"
"NEW OFFENBURG","US REP. DIST. 8","TOM SCHMITZ","0","28.78%"
"NORTH","US REP. DIST. 8","TOM SCHMITZ","0","27.45%"
"OZORA","US REP. DIST. 8","TOM SCHMITZ","1","34.44%"
"SALEM","US REP. DIST. 8","TOM SCHMITZ","0","28.48%"
"SOUTH","US REP. DIST. 8","TOM SCHMITZ","0","29.18%"
"ST MARY","US REP. DIST. 8","TOM SCHMITZ","0","26.03%"
"ZELL","US REP. DIST. 8","TOM SCHMITZ","0","29.69%"
"BLOOMSADALE","GOVERNOR","JEROME HOWARD BAUER","0","27.22%"
"CHESTNUT RIDGE","GOVERNOR","JEROME HOWARD BAUER","0","33.07%"
"COFFMAN","GOVERNOR","JEROME HOWARD BAUER","0","26.98%"
"COMMUNITY CENTER","GOVERNOR","JEROME HOWARD BAUER","0","31.61%"
"KINSEY","GOVERNOR","JEROME HOWARD BAUER","0","25.33%"
"NEW OFFENBURG","GOVERNOR","JEROME HOWARD BAUER","0","28.78%"
"NORTH","GOVERNOR","JEROME HOWARD BAUER","0","27.45%"
"OZORA","GOVERNOR","JEROME HOWARD BAUER","0","34.44%"
"SALEM","GOVERNOR","JEROME HOWARD BAUER","0","28.48%"
"SOUTH","GOVERNOR","JEROME HOWARD BAUER","0","29.18%"
"ST MARY","GOVERNOR","JEROME HOWARD BAUER","0","26.03%"
"ZELL","GOVERNOR","JEROME HOWARD BAUER","0","29.69%"
"BLOOMSADALE","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","27.22%"
"CHESTNUT RIDGE","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","33.07%"
"COFFMAN","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","26.98%"
"COMMUNITY CENTER","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","31.61%"
"KINSEY","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","25.33%"
"NEW OFFENBURG","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","28.78%"
"NORTH","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","27.45%"
"OZORA","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","34.44%"
"SALEM","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","28.48%"
"SOUTH","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","29.18%"
"ST MARY","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","26.03%"
"ZELL","LIEUTENANT GOVERNOR","KELLEY DRAGOO","0","29.69%"
"BLOOMSADALE","SECRETARY OF STATE","PAUL LEHMANN","0","27.22%"
"CHESTNUT RIDGE","SECRETARY OF STATE","PAUL LEHMANN","0","33.07%"
"COFFMAN","SECRETARY OF STATE","PAUL LEHMANN","0","26.98%"
"COMMUNITY CENTER","SECRETARY OF STATE","PAUL LEHMANN","0","31.61%"
"KINSEY","SECRETARY OF STATE","PAUL LEHMANN","0","25.33%"
"NEW OFFENBURG","SECRETARY OF STATE","PAUL LEHMANN","0","28.78%"
"NORTH","SECRETARY OF STATE","PAUL LEHMANN","0","27.45%"
"OZORA","SECRETARY OF STATE","PAUL LEHMANN","0","34.44%"
"SALEM","SECRETARY OF STATE","PAUL LEHMANN","0","28.48%"
"SOUTH","SECRETARY OF STATE","PAUL LEHMANN","0","29.18%"
"ST MARY","SECRETARY OF STATE","PAUL LEHMANN","0","26.03%"
"ZELL","SECRETARY OF STATE","PAUL LEHMANN","0","29.69%"
"BLOOMSADALE","STATE TREASURER","JOSEPH CIVETTINI","0","27.22%"
"CHESTNUT RIDGE","STATE TREASURER","JOSEPH CIVETTINI","0","33.07%"
"COFFMAN","STATE TREASURER","JOSEPH CIVETTINI","0","26.98%"
"COMMUNITY CENTER","STATE TREASURER","JOSEPH CIVETTINI","0","31.61%"
"KINSEY","STATE TREASURER","JOSEPH CIVETTINI","0","25.33%"
"NEW OFFENBURG","STATE TREASURER","JOSEPH CIVETTINI","0","28.78%"
"NORTH","STATE TREASURER","JOSEPH CIVETTINI","0","27.45%"
"OZORA","STATE TREASURER","JOSEPH CIVETTINI","0","34.44%"
"SALEM","STATE TREASURER","JOSEPH CIVETTINI","0","28.48%"
"SOUTH","STATE TREASURER","JOSEPH CIVETTINI","0","29.18%"
"ST MARY","STATE TREASURER","JOSEPH CIVETTINI","0","26.03%"
"ZELL","STATE TREASURER","JOSEPH CIVETTINI","0","29.69%"
"BLOOMSADALE","SECRETARY OF STATE","PAUL VENABLE","0","27.22%"
"CHESTNUT RIDGE","SECRETARY OF STATE","PAUL VENABLE","0","33.07%"
"COFFMAN","SECRETARY OF STATE","PAUL VENABLE","0","26.98%"
"COMMUNITY CENTER","SECRETARY OF STATE","PAUL VENABLE","0","31.61%"
"KINSEY","SECRETARY OF STATE","PAUL VENABLE","0","25.33%"
"NEW OFFENBURG","SECRETARY OF STATE","PAUL VENABLE","0","28.78%"
"NORTH","SECRETARY OF STATE","PAUL VENABLE","0","27.45%"
"OZORA","SECRETARY OF STATE","PAUL VENABLE","0","34.44%"
"SALEM","SECRETARY OF STATE","PAUL VENABLE","0","28.48%"
"SOUTH","SECRETARY OF STATE","PAUL VENABLE","0","29.18%"
"ST MARY","SECRETARY OF STATE","PAUL VENABLE","0","26.03%"
"ZELL","SECRETARY OF STATE","PAUL VENABLE","0","29.69%"
"BLOOMSADALE","CONST. AMEND. 2","YES","89","27.22%"
"CHESTNUT RIDGE","CONST. AMEND. 2","YES","71","33.07%"
"COFFMAN","CONST. AMEND. 2","YES","41","26.98%"
"COMMUNITY CENTER","CONST. AMEND. 2","YES","113","31.61%"
"KINSEY","CONST. AMEND. 2","YES","162","25.33%"
"NEW OFFENBURG","CONST. AMEND. 2","YES","189","28.78%"
"NORTH","CONST. AMEND. 2","YES","197","27.45%"
"OZORA","CONST. AMEND. 2","YES","127","34.44%"
"SALEM","CONST. AMEND. 2","YES","70","28.48%"
"SOUTH","CONST. AMEND. 2","YES","240","29.18%"
"ST MARY","CONST. AMEND. 2","YES","48","26.03%"
"ZELL","CONST. AMEND. 2","YES","214","29.69%"
"BLOOMSADALE","CONST. AMEND. 2","NO","127","27.22%"
"CHESTNUT RIDGE","CONST. AMEND. 2","NO","132","33.07%"
"COFFMAN","CONST. AMEND. 2","NO","94","26.98%"
"COMMUNITY CENTER","CONST. AMEND. 2","NO","145","31.61%"
"KINSEY","CONST. AMEND. 2","NO","267","25.33%"
"NEW OFFENBURG","CONST. AMEND. 2","NO","283","28.78%"
"NORTH","CONST. AMEND. 2","NO","154","27.45%"
"OZORA","CONST. AMEND. 2","NO","177","34.44%"
"SALEM","CONST. AMEND. 2","NO","158","28.48%"
"SOUTH","CONST. AMEND. 2","NO","247","29.18%"
"ST MARY","CONST. AMEND. 2","NO","52","26.03%"
"ZELL","CONST. AMEND. 2","NO","250","29.69%"
